,IMAGE PATH,IMAGE NAME,LABEL,GENDER,MAPPED LABELS
2593,../data/NistFormatted/s0594_09.png,s0594_09.png,W,M,4
571,../data/NistFormatted/f0572_06.png,f0572_06.png,W,M,4
2474,../data/NistFormatted/s0475_03.png,s0475_03.png,T,F,3
1648,../data/NistFormatted/f1649_05.png,f1649_05.png,R,M,2
1693,../data/NistFormatted/f1694_03.png,f1694_03.png,W,M,4
760,../data/NistFormatted/f0761_06.png,f0761_06.png,L,M,1
946,../data/NistFormatted/f0947_01.png,f0947_01.png,W,M,4
517,../data/NistFormatted/f0518_07.png,f0518_07.png,L,M,1
2888,../data/NistFormatted/s0889_04.png,s0889_04.png,A,M,0
3348,../data/NistFormatted/s1349_04.png,s1349_04.png,A,F,0
2860,../data/NistFormatted/s0861_03.png,s0861_03.png,W,M,4
3008,../data/NistFormatted/s1009_10.png,s1009_10.png,W,M,4
2940,../data/NistFormatted/s0941_02.png,s0941_02.png,T,M,3
710,../data/NistFormatted/f0711_08.png,f0711_08.png,A,M,0
3937,../data/NistFormatted/s1938_01.png,s1938_01.png,A,M,0
1751,../data/NistFormatted/f1752_04.png,f1752_04.png,R,M,2
3015,../data/NistFormatted/s1016_01.png,s1016_01.png,R,M,2
338,../data/NistFormatted/f0339_05.png,f0339_05.png,R,F,2
502,../data/NistFormatted/f0503_06.png,f0503_06.png,A,M,0
2285,../data/NistFormatted/s0286_02.png,s0286_02.png,R,M,2
2177,../data/NistFormatted/s0178_02.png,s0178_02.png,T,M,3
3446,../data/NistFormatted/s1447_03.png,s1447_03.png,A,M,0
3439,../data/NistFormatted/s1440_05.png,s1440_05.png,R,M,2
1105,../data/NistFormatted/f1106_07.png,f1106_07.png,T,M,3
1108,../data/NistFormatted/f1109_04.png,f1109_04.png,R,M,2
265,../data/NistFormatted/f0266_04.png,f0266_04.png,R,M,2
1515,../data/NistFormatted/f1516_02.png,f1516_02.png,R,F,2
109,../data/NistFormatted/f0110_08.png,f0110_08.png,R,M,2
2643,../data/NistFormatted/s0644_02.png,s0644_02.png,W,M,4
1802,../data/NistFormatted/f1803_08.png,f1803_08.png,L,F,1
3,../data/NistFormatted/f0004_05.png,f0004_05.png,R,M,2
614,../data/NistFormatted/f0615_01.png,f0615_01.png,R,F,2
2291,../data/NistFormatted/s0292_04.png,s0292_04.png,W,M,4
18,../data/NistFormatted/f0019_10.png,f0019_10.png,L,M,1
3460,../data/NistFormatted/s1461_07.png,s1461_07.png,W,M,4
933,../data/NistFormatted/f0934_10.png,f0934_10.png,L,M,1
1373,../data/NistFormatted/f1374_04.png,f1374_04.png,W,M,4
682,../data/NistFormatted/f0683_04.png,f0683_04.png,W,M,4
2729,../data/NistFormatted/s0730_05.png,s0730_05.png,A,M,0
1235,../data/NistFormatted/f1236_10.png,f1236_10.png,L,M,1
2984,../data/NistFormatted/s0985_01.png,s0985_01.png,A,M,0
1118,../data/NistFormatted/f1119_02.png,f1119_02.png,T,M,3
669,../data/NistFormatted/f0670_02.png,f0670_02.png,T,M,3
117,../data/NistFormatted/f0118_08.png,f0118_08.png,T,M,3
795,../data/NistFormatted/f0796_08.png,f0796_08.png,T,F,3
1266,../data/NistFormatted/f1267_05.png,f1267_05.png,R,M,2
3962,../data/NistFormatted/s1963_10.png,s1963_10.png,W,M,4
140,../data/NistFormatted/f0141_01.png,f0141_01.png,R,F,2
88,../data/NistFormatted/f0089_07.png,f0089_07.png,W,M,4
959,../data/NistFormatted/f0960_04.png,f0960_04.png,A,M,0
1282,../data/NistFormatted/f1283_03.png,f1283_03.png,A,F,0
3950,../data/NistFormatted/s1951_04.png,s1951_04.png,W,M,4
3617,../data/NistFormatted/s1618_01.png,s1618_01.png,A,F,0
913,../data/NistFormatted/f0914_06.png,f0914_06.png,W,M,4
391,../data/NistFormatted/f0392_07.png,f0392_07.png,W,M,4
2050,../data/NistFormatted/s0051_09.png,s0051_09.png,A,F,0
906,../data/NistFormatted/f0907_06.png,f0907_06.png,L,M,1
3969,../data/NistFormatted/s1970_09.png,s1970_09.png,L,M,1
3957,../data/NistFormatted/s1958_04.png,s1958_04.png,A,F,0
3632,../data/NistFormatted/s1633_05.png,s1633_05.png,R,M,2
1129,../data/NistFormatted/f1130_09.png,f1130_09.png,L,M,1
1907,../data/NistFormatted/f1908_08.png,f1908_08.png,A,M,0
2708,../data/NistFormatted/s0709_07.png,s0709_07.png,L,M,1
1156,../data/NistFormatted/f1157_01.png,f1157_01.png,R,M,2
3157,../data/NistFormatted/s1158_04.png,s1158_04.png,R,M,2
1626,../data/NistFormatted/f1627_02.png,f1627_02.png,A,M,0
2642,../data/NistFormatted/s0643_02.png,s0643_02.png,W,M,4
3337,../data/NistFormatted/s1338_03.png,s1338_03.png,R,M,2
288,../data/NistFormatted/f0289_01.png,f0289_01.png,R,M,2
3184,../data/NistFormatted/s1185_03.png,s1185_03.png,T,M,3
1525,../data/NistFormatted/f1526_03.png,f1526_03.png,L,M,1
3053,../data/NistFormatted/s1054_01.png,s1054_01.png,W,M,4
227,../data/NistFormatted/f0228_07.png,f0228_07.png,L,F,1
2955,../data/NistFormatted/s0956_09.png,s0956_09.png,L,M,1
1947,../data/NistFormatted/f1948_05.png,f1948_05.png,A,M,0
1340,../data/NistFormatted/f1341_03.png,f1341_03.png,T,M,3
3474,../data/NistFormatted/s1475_09.png,s1475_09.png,R,F,2
3616,../data/NistFormatted/s1617_03.png,s1617_03.png,R,M,2
3434,../data/NistFormatted/s1435_09.png,s1435_09.png,A,M,0
2943,../data/NistFormatted/s0944_07.png,s0944_07.png,W,M,4
2775,../data/NistFormatted/s0776_07.png,s0776_07.png,A,M,0
3885,../data/NistFormatted/s1886_09.png,s1886_09.png,A,M,0
3111,../data/NistFormatted/s1112_04.png,s1112_04.png,W,M,4
197,../data/NistFormatted/f0198_06.png,f0198_06.png,W,M,4
1576,../data/NistFormatted/f1577_10.png,f1577_10.png,L,M,1
243,../data/NistFormatted/f0244_09.png,f0244_09.png,L,M,1
2986,../data/NistFormatted/s0987_09.png,s0987_09.png,L,M,1
3397,../data/NistFormatted/s1398_03.png,s1398_03.png,A,M,0
486,../data/NistFormatted/f0487_02.png,f0487_02.png,W,M,4
1218,../data/NistFormatted/f1219_03.png,f1219_03.png,W,M,4
2699,../data/NistFormatted/s0700_06.png,s0700_06.png,A,M,0
1974,../data/NistFormatted/f1975_02.png,f1975_02.png,T,M,3
2229,../data/NistFormatted/s0230_10.png,s0230_10.png,A,M,0
432,../data/NistFormatted/f0433_03.png,f0433_03.png,R,M,2
1234,../data/NistFormatted/f1235_01.png,f1235_01.png,R,M,2
2272,../data/NistFormatted/s0273_09.png,s0273_09.png,L,M,1
2442,../data/NistFormatted/s0443_06.png,s0443_06.png,L,M,1
2037,../data/NistFormatted/s0038_02.png,s0038_02.png,T,M,3
3766,../data/NistFormatted/s1767_09.png,s1767_09.png,T,M,3
831,../data/NistFormatted/f0832_09.png,f0832_09.png,L,M,1
2820,../data/NistFormatted/s0821_01.png,s0821_01.png,A,M,0
156,../data/NistFormatted/f0157_03.png,f0157_03.png,R,M,2
292,../data/NistFormatted/f0293_01.png,f0293_01.png,R,F,2
3838,../data/NistFormatted/s1839_06.png,s1839_06.png,W,M,4
751,../data/NistFormatted/f0752_08.png,f0752_08.png,W,M,4
2631,../data/NistFormatted/s0632_07.png,s0632_07.png,R,M,2
1420,../data/NistFormatted/f1421_04.png,f1421_04.png,R,F,2
2033,../data/NistFormatted/s0034_10.png,s0034_10.png,L,M,1
449,../data/NistFormatted/f0450_10.png,f0450_10.png,A,M,0
1689,../data/NistFormatted/f1690_01.png,f1690_01.png,A,M,0
3476,../data/NistFormatted/s1477_07.png,s1477_07.png,A,M,0
124,../data/NistFormatted/f0125_01.png,f0125_01.png,W,M,4
3560,../data/NistFormatted/s1561_06.png,s1561_06.png,R,M,2
1242,../data/NistFormatted/f1243_07.png,f1243_07.png,A,M,0
921,../data/NistFormatted/f0922_07.png,f0922_07.png,T,M,3
1531,../data/NistFormatted/f1532_07.png,f1532_07.png,L,M,1
3761,../data/NistFormatted/s1762_03.png,s1762_03.png,R,M,2
862,../data/NistFormatted/f0863_08.png,f0863_08.png,A,M,0
3273,../data/NistFormatted/s1274_04.png,s1274_04.png,R,M,2
1990,../data/NistFormatted/f1991_06.png,f1991_06.png,A,F,0
1024,../data/NistFormatted/f1025_09.png,f1025_09.png,L,M,1
2406,../data/NistFormatted/s0407_09.png,s0407_09.png,A,M,0
226,../data/NistFormatted/f0227_02.png,f0227_02.png,A,F,0
2513,../data/NistFormatted/s0514_10.png,s0514_10.png,L,M,1
2471,../data/NistFormatted/s0472_07.png,s0472_07.png,W,M,4
3128,../data/NistFormatted/s1129_06.png,s1129_06.png,A,M,0
396,../data/NistFormatted/f0397_06.png,f0397_06.png,A,M,0
3998,../data/NistFormatted/s1999_03.png,s1999_03.png,W,F,4
2401,../data/NistFormatted/s0402_01.png,s0402_01.png,A,M,0
1690,../data/NistFormatted/f1691_09.png,f1691_09.png,W,M,4
3826,../data/NistFormatted/s1827_06.png,s1827_06.png,L,M,1
819,../data/NistFormatted/f0820_06.png,f0820_06.png,A,M,0
3347,../data/NistFormatted/s1348_01.png,s1348_01.png,W,M,4
2364,../data/NistFormatted/s0365_07.png,s0365_07.png,L,M,1
2424,../data/NistFormatted/s0425_07.png,s0425_07.png,L,M,1
154,../data/NistFormatted/f0155_02.png,f0155_02.png,T,M,3
3871,../data/NistFormatted/s1872_04.png,s1872_04.png,W,M,4
1736,../data/NistFormatted/f1737_07.png,f1737_07.png,A,M,0
2620,../data/NistFormatted/s0621_01.png,s0621_01.png,R,M,2
139,../data/NistFormatted/f0140_08.png,f0140_08.png,T,F,3
642,../data/NistFormatted/f0643_02.png,f0643_02.png,W,M,4
1240,../data/NistFormatted/f1241_07.png,f1241_07.png,R,M,2
3613,../data/NistFormatted/s1614_09.png,s1614_09.png,L,M,1
2104,../data/NistFormatted/s0105_03.png,s0105_03.png,T,M,3
2812,../data/NistFormatted/s0813_03.png,s0813_03.png,R,M,2
1526,../data/NistFormatted/f1527_02.png,f1527_02.png,W,M,4
436,../data/NistFormatted/f0437_04.png,f0437_04.png,R,M,2
2347,../data/NistFormatted/s0348_08.png,s0348_08.png,R,M,2
1986,../data/NistFormatted/f1987_09.png,f1987_09.png,W,M,4
341,../data/NistFormatted/f0342_10.png,f0342_10.png,L,F,1
505,../data/NistFormatted/f0506_10.png,f0506_10.png,L,M,1
403,../data/NistFormatted/f0404_08.png,f0404_08.png,T,M,3
2763,../data/NistFormatted/s0764_01.png,s0764_01.png,W,M,4
3444,../data/NistFormatted/s1445_10.png,s1445_10.png,A,M,0
2991,../data/NistFormatted/s0992_09.png,s0992_09.png,L,M,1
3501,../data/NistFormatted/s1502_04.png,s1502_04.png,T,M,3
10,../data/NistFormatted/f0011_02.png,f0011_02.png,W,M,4
1890,../data/NistFormatted/f1891_08.png,f1891_08.png,W,M,4
2249,../data/NistFormatted/s0250_10.png,s0250_10.png,L,M,1
3361,../data/NistFormatted/s1362_01.png,s1362_01.png,W,M,4
1442,../data/NistFormatted/f1443_03.png,f1443_03.png,W,M,4
713,../data/NistFormatted/f0714_07.png,f0714_07.png,W,M,4
3756,../data/NistFormatted/s1757_08.png,s1757_08.png,R,M,2
2741,../data/NistFormatted/s0742_07.png,s0742_07.png,T,F,3
1556,../data/NistFormatted/f1557_10.png,f1557_10.png,L,F,1
683,../data/NistFormatted/f0684_02.png,f0684_02.png,T,M,3
3800,../data/NistFormatted/s1801_03.png,s1801_03.png,T,F,3
2674,../data/NistFormatted/s0675_01.png,s0675_01.png,R,M,2
2064,../data/NistFormatted/s0065_09.png,s0065_09.png,L,M,1
2754,../data/NistFormatted/s0755_10.png,s0755_10.png,L,F,1
764,../data/NistFormatted/f0765_07.png,f0765_07.png,T,M,3
2390,../data/NistFormatted/s0391_01.png,s0391_01.png,A,F,0
728,../data/NistFormatted/f0729_04.png,f0729_04.png,A,M,0
3524,../data/NistFormatted/s1525_10.png,s1525_10.png,L,M,1
3204,../data/NistFormatted/s1205_01.png,s1205_01.png,W,M,4
178,../data/NistFormatted/f0179_09.png,f0179_09.png,L,M,1
877,../data/NistFormatted/f0878_01.png,f0878_01.png,W,M,4
1836,../data/NistFormatted/f1837_04.png,f1837_04.png,A,M,0
1365,../data/NistFormatted/f1366_06.png,f1366_06.png,T,M,3
2148,../data/NistFormatted/s0149_03.png,s0149_03.png,R,M,2
2504,../data/NistFormatted/s0505_01.png,s0505_01.png,R,M,2
1140,../data/NistFormatted/f1141_06.png,f1141_06.png,L,F,1
840,../data/NistFormatted/f0841_09.png,f0841_09.png,L,F,1
3110,../data/NistFormatted/s1111_08.png,s1111_08.png,W,F,4
927,../data/NistFormatted/f0928_09.png,f0928_09.png,L,M,1
2225,../data/NistFormatted/s0226_10.png,s0226_10.png,L,M,1
3329,../data/NistFormatted/s1330_03.png,s1330_03.png,R,M,2
2936,../data/NistFormatted/s0937_04.png,s0937_04.png,W,M,4
3636,../data/NistFormatted/s1637_06.png,s1637_06.png,W,M,4
865,../data/NistFormatted/f0866_07.png,f0866_07.png,L,M,1
608,../data/NistFormatted/f0609_01.png,f0609_01.png,A,F,0
635,../data/NistFormatted/f0636_02.png,f0636_02.png,T,M,3
1085,../data/NistFormatted/f1086_03.png,f1086_03.png,A,M,0
1505,../data/NistFormatted/f1506_02.png,f1506_02.png,T,M,3
478,../data/NistFormatted/f0479_07.png,f0479_07.png,A,M,0
2855,../data/NistFormatted/s0856_02.png,s0856_02.png,T,F,3
3011,../data/NistFormatted/s1012_10.png,s1012_10.png,L,M,1
30,../data/NistFormatted/f0031_02.png,f0031_02.png,A,M,0
3694,../data/NistFormatted/s1695_06.png,s1695_06.png,W,M,4
269,../data/NistFormatted/f0270_01.png,f0270_01.png,R,M,2
1605,../data/NistFormatted/f1606_03.png,f1606_03.png,T,F,3
3806,../data/NistFormatted/s1807_10.png,s1807_10.png,W,F,4
3946,../data/NistFormatted/s1947_07.png,s1947_07.png,T,M,3
2319,../data/NistFormatted/s0320_10.png,s0320_10.png,A,M,0
2045,../data/NistFormatted/s0046_07.png,s0046_07.png,W,M,4
2360,../data/NistFormatted/s0361_06.png,s0361_06.png,L,F,1
3317,../data/NistFormatted/s1318_05.png,s1318_05.png,A,F,0
494,../data/NistFormatted/f0495_05.png,f0495_05.png,R,M,2
2274,../data/NistFormatted/s0275_02.png,s0275_02.png,T,M,3
3684,../data/NistFormatted/s1685_03.png,s1685_03.png,W,M,4
1776,../data/NistFormatted/f1777_08.png,f1777_08.png,L,M,1
570,../data/NistFormatted/f0571_02.png,f0571_02.png,T,F,3
1276,../data/NistFormatted/f1277_08.png,f1277_08.png,L,F,1
1557,../data/NistFormatted/f1558_07.png,f1558_07.png,T,M,3
1363,../data/NistFormatted/f1364_05.png,f1364_05.png,R,M,2
1538,../data/NistFormatted/f1539_06.png,f1539_06.png,L,M,1
3469,../data/NistFormatted/s1470_09.png,s1470_09.png,W,M,4
3976,../data/NistFormatted/s1977_01.png,s1977_01.png,R,F,2
2861,../data/NistFormatted/s0862_08.png,s0862_08.png,T,M,3
2060,../data/NistFormatted/s0061_08.png,s0061_08.png,W,M,4
1824,../data/NistFormatted/f1825_03.png,f1825_03.png,A,M,0
2195,../data/NistFormatted/s0196_05.png,s0196_05.png,A,F,0
1059,../data/NistFormatted/f1060_05.png,f1060_05.png,A,M,0
1090,../data/NistFormatted/f1091_05.png,f1091_05.png,R,M,2
179,../data/NistFormatted/f0180_01.png,f0180_01.png,W,M,4
755,../data/NistFormatted/f0756_07.png,f0756_07.png,A,M,0
1998,../data/NistFormatted/f1999_03.png,f1999_03.png,W,F,4
3248,../data/NistFormatted/s1249_08.png,s1249_08.png,T,M,3
254,../data/NistFormatted/f0255_05.png,f0255_05.png,W,M,4
157,../data/NistFormatted/f0158_04.png,f0158_04.png,W,M,4
3900,../data/NistFormatted/s1901_05.png,s1901_05.png,R,M,2
1623,../data/NistFormatted/f1624_08.png,f1624_08.png,L,M,1
1903,../data/NistFormatted/f1904_07.png,f1904_07.png,W,M,4
3551,../data/NistFormatted/s1552_04.png,s1552_04.png,R,M,2
1103,../data/NistFormatted/f1104_10.png,f1104_10.png,W,M,4
885,../data/NistFormatted/f0886_09.png,f0886_09.png,L,M,1
394,../data/NistFormatted/f0395_08.png,f0395_08.png,T,M,3
370,../data/NistFormatted/f0371_05.png,f0371_05.png,W,M,4
2465,../data/NistFormatted/s0466_10.png,s0466_10.png,T,M,3
2355,../data/NistFormatted/s0356_02.png,s0356_02.png,W,M,4
3988,../data/NistFormatted/s1989_01.png,s1989_01.png,A,M,0
1816,../data/NistFormatted/f1817_07.png,f1817_07.png,T,M,3
3531,../data/NistFormatted/s1532_07.png,s1532_07.png,L,M,1
859,../data/NistFormatted/f0860_07.png,f0860_07.png,W,M,4
3970,../data/NistFormatted/s1971_04.png,s1971_04.png,R,F,2
3575,../data/NistFormatted/s1576_06.png,s1576_06.png,T,M,3
2748,../data/NistFormatted/s0749_06.png,s0749_06.png,L,M,1
2439,../data/NistFormatted/s0440_08.png,s0440_08.png,W,F,4
3153,../data/NistFormatted/s1154_01.png,s1154_01.png,R,M,2
1660,../data/NistFormatted/f1661_02.png,f1661_02.png,A,F,0
1880,../data/NistFormatted/f1881_03.png,f1881_03.png,R,M,2
3712,../data/NistFormatted/s1713_07.png,s1713_07.png,W,F,4
2106,../data/NistFormatted/s0107_03.png,s0107_03.png,R,M,2
1889,../data/NistFormatted/f1890_01.png,f1890_01.png,R,M,2
387,../data/NistFormatted/f0388_06.png,f0388_06.png,W,M,4
3815,../data/NistFormatted/s1816_03.png,s1816_03.png,T,M,3
2534,../data/NistFormatted/s0535_08.png,s0535_08.png,L,M,1
2258,../data/NistFormatted/s0259_10.png,s0259_10.png,A,M,0
1092,../data/NistFormatted/f1093_05.png,f1093_05.png,R,M,2
1101,../data/NistFormatted/f1102_06.png,f1102_06.png,L,M,1
3517,../data/NistFormatted/s1518_02.png,s1518_02.png,T,F,3
147,../data/NistFormatted/f0148_02.png,f0148_02.png,L,M,1
1993,../data/NistFormatted/f1994_05.png,f1994_05.png,A,M,0
899,../data/NistFormatted/f0900_09.png,f0900_09.png,W,F,4
676,../data/NistFormatted/f0677_01.png,f0677_01.png,A,M,0
2227,../data/NistFormatted/s0228_07.png,s0228_07.png,L,F,1
2320,../data/NistFormatted/s0321_05.png,s0321_05.png,T,F,3
1514,../data/NistFormatted/f1515_02.png,f1515_02.png,T,M,3
3147,../data/NistFormatted/s1148_04.png,s1148_04.png,A,F,0
983,../data/NistFormatted/f0984_04.png,f0984_04.png,R,M,2
3086,../data/NistFormatted/s1087_02.png,s1087_02.png,T,F,3
1233,../data/NistFormatted/f1234_08.png,f1234_08.png,T,F,3
3784,../data/NistFormatted/s1785_10.png,s1785_10.png,T,M,3
1007,../data/NistFormatted/f1008_08.png,f1008_08.png,T,F,3
2935,../data/NistFormatted/s0936_01.png,s0936_01.png,R,M,2
1011,../data/NistFormatted/f1012_10.png,f1012_10.png,L,M,1
3623,../data/NistFormatted/s1624_08.png,s1624_08.png,L,M,1
2322,../data/NistFormatted/s0323_09.png,s0323_09.png,L,M,1
3083,../data/NistFormatted/s1084_10.png,s1084_10.png,L,M,1
2719,../data/NistFormatted/s0720_02.png,s0720_02.png,L,M,1
1427,../data/NistFormatted/f1428_07.png,f1428_07.png,A,M,0
931,../data/NistFormatted/f0932_01.png,f0932_01.png,A,F,0
3600,../data/NistFormatted/s1601_07.png,s1601_07.png,R,M,2
1265,../data/NistFormatted/f1266_08.png,f1266_08.png,L,M,1
2298,../data/NistFormatted/s0299_06.png,s0299_06.png,W,M,4
3736,../data/NistFormatted/s1737_07.png,s1737_07.png,A,M,0
2330,../data/NistFormatted/s0331_05.png,s0331_05.png,R,M,2
1481,../data/NistFormatted/f1482_03.png,f1482_03.png,R,M,2
3930,../data/NistFormatted/s1931_01.png,s1931_01.png,T,M,3
1529,../data/NistFormatted/f1530_02.png,f1530_02.png,T,F,3
3841,../data/NistFormatted/s1842_09.png,s1842_09.png,A,F,0
3134,../data/NistFormatted/s1135_09.png,s1135_09.png,A,M,0
2693,../data/NistFormatted/s0694_09.png,s0694_09.png,T,F,3
350,../data/NistFormatted/f0351_08.png,f0351_08.png,T,M,3
2138,../data/NistFormatted/s0139_10.png,s0139_10.png,L,M,1
1639,../data/NistFormatted/f1640_04.png,f1640_04.png,W,M,4
928,../data/NistFormatted/f0929_10.png,f0929_10.png,L,M,1
3112,../data/NistFormatted/s1113_05.png,s1113_05.png,A,M,0
459,../data/NistFormatted/f0460_04.png,f0460_04.png,W,M,4
2574,../data/NistFormatted/s0575_04.png,s0575_04.png,W,M,4
2914,../data/NistFormatted/s0915_09.png,s0915_09.png,A,M,0
889,../data/NistFormatted/f0890_01.png,f0890_01.png,A,F,0
3786,../data/NistFormatted/s1787_04.png,s1787_04.png,R,M,2
2142,../data/NistFormatted/s0143_05.png,s0143_05.png,R,M,2
1959,../data/NistFormatted/f1960_06.png,f1960_06.png,A,M,0
3765,../data/NistFormatted/s1766_08.png,s1766_08.png,T,M,3
1934,../data/NistFormatted/f1935_04.png,f1935_04.png,R,M,2
3519,../data/NistFormatted/s1520_09.png,s1520_09.png,L,M,1
2088,../data/NistFormatted/s0089_07.png,s0089_07.png,W,M,4
3209,../data/NistFormatted/s1210_08.png,s1210_08.png,T,M,3
3283,../data/NistFormatted/s1284_05.png,s1284_05.png,R,M,2
707,../data/NistFormatted/f0708_03.png,f0708_03.png,T,M,3
685,../data/NistFormatted/f0686_10.png,f0686_10.png,L,M,1
285,../data/NistFormatted/f0286_02.png,f0286_02.png,R,M,2
1147,../data/NistFormatted/f1148_04.png,f1148_04.png,A,F,0
2163,../data/NistFormatted/s0164_05.png,s0164_05.png,R,F,2
2839,../data/NistFormatted/s0840_03.png,s0840_03.png,A,M,0
1716,../data/NistFormatted/f1717_04.png,f1717_04.png,R,M,2
2692,../data/NistFormatted/s0693_03.png,s0693_03.png,T,F,3
336,../data/NistFormatted/f0337_08.png,f0337_08.png,W,M,4
1602,../data/NistFormatted/f1603_08.png,f1603_08.png,T,F,3
1878,../data/NistFormatted/f1879_02.png,f1879_02.png,T,M,3
3448,../data/NistFormatted/s1449_07.png,s1449_07.png,T,M,3
1414,../data/NistFormatted/f1415_08.png,f1415_08.png,W,M,4
1091,../data/NistFormatted/f1092_04.png,f1092_04.png,R,M,2
1206,../data/NistFormatted/f1207_02.png,f1207_02.png,T,M,3
2340,../data/NistFormatted/s0341_03.png,s0341_03.png,R,M,2
328,../data/NistFormatted/f0329_09.png,f0329_09.png,L,M,1
1872,../data/NistFormatted/f1873_05.png,f1873_05.png,R,M,2
22,../data/NistFormatted/f0023_04.png,f0023_04.png,R,M,2
979,../data/NistFormatted/f0980_06.png,f0980_06.png,L,M,1
3858,../data/NistFormatted/s1859_02.png,s1859_02.png,W,M,4
52,../data/NistFormatted/f0053_04.png,f0053_04.png,T,F,3
2903,../data/NistFormatted/s0904_07.png,s0904_07.png,W,M,4
3277,../data/NistFormatted/s1278_06.png,s1278_06.png,W,M,4
322,../data/NistFormatted/f0323_09.png,f0323_09.png,L,M,1
2828,../data/NistFormatted/s0829_07.png,s0829_07.png,T,M,3
816,../data/NistFormatted/f0817_04.png,f0817_04.png,R,M,2
3606,../data/NistFormatted/s1607_08.png,s1607_08.png,T,M,3
2071,../data/NistFormatted/s0072_09.png,s0072_09.png,L,M,1
3908,../data/NistFormatted/s1909_03.png,s1909_03.png,R,M,2
905,../data/NistFormatted/f0906_08.png,f0906_08.png,L,M,1
1948,../data/NistFormatted/f1949_06.png,f1949_06.png,L,F,1
3080,../data/NistFormatted/s1081_05.png,s1081_05.png,R,M,2
2464,../data/NistFormatted/s0465_08.png,s0465_08.png,L,M,1
25,../data/NistFormatted/f0026_03.png,f0026_03.png,T,M,3
732,../data/NistFormatted/f0733_08.png,f0733_08.png,T,M,3
1431,../data/NistFormatted/f1432_03.png,f1432_03.png,R,M,2
1483,../data/NistFormatted/f1484_02.png,f1484_02.png,T,F,3
3801,../data/NistFormatted/s1802_08.png,s1802_08.png,T,F,3
3609,../data/NistFormatted/s1610_09.png,s1610_09.png,L,M,1
2292,../data/NistFormatted/s0293_01.png,s0293_01.png,R,F,2
2139,../data/NistFormatted/s0140_08.png,s0140_08.png,T,F,3
